text,label
Design a resilient webhook dispatch platform that guarantees at-least-once delivery to external consumer endpoints with exponential backoff and dead-lettering.,1
"Architect an internal developer platform on top of EKS and Crossplane that enables self-service RDS, S3, and Kafka provisioning with policy enforcement via OPA Gatekeeper.",1
"Propose a clean architecture and domain-driven design for an institutional equities trading platform, specifying aggregate roots, domain events, and bounded contexts.",1
"Design an asynchronous batch inference pipeline processing 10 million audio files daily, addressing GPU scheduling, spot instance preemption, and progress checkpointing.",1
Architect a zero-trust network infrastructure for microservices running across hybrid cloud on-premise OpenShift and AWS EKS clusters using SPIFFE/SPIRE and Cilium.,1
"Provide a detailed trade-off analysis comparing ClickHouse, Apache Pinot, and Snowflake for real-time user-facing analytics on 10 billion events per day.",1
"Compare the operational, financial, and latency trade-offs between fine-tuning a small open-source LLM vs prompt engineering with retrieval-augmented generation (RAG) on GPT-4o.",1
Analyze the trade-offs between synchronous RPC (gRPC) versus asynchronous message queues (RabbitMQ/Kafka) for order fulfillment in an e-commerce microservices platform.,1
"Compare monotonic sequential primary keys versus UUIDv7 and ULID for a high-write relational database, evaluating B-tree fragmentation, concurrency, and security.",1
"Analyze the architectural trade-offs between database-level tenancy (separate DB per tenant) versus row-level multitenancy (shared DB with tenant_id) at 50,000 customers.",1
"Evaluate the cost, complexity, and performance trade-offs of using eBPF-based service mesh (Cilium) versus sidecar proxy architecture (Istio/Envoy) in large Kubernetes clusters.",1
"Compare GraphQL versus REST with JSON:API for a complex enterprise SaaS dashboard, analyzing caching difficulty, client flexibility, and over-fetching.",1
Provide a rigorous trade-off comparison between optimistic locking and pessimistic locking under high contention write workloads in PostgreSQL.,1
Analyze the trade-offs of implementing feature stores using Feast with Redis online storage versus building custom DynamoDB feature lookup caches.,1
Compare using Kafka vs Apache Pulsar for a multi-tenant messaging backbone requiring tiered cold storage in S3 and geo-replication.,1
Evaluate the trade-offs between client-side load balancing via gRPC name resolution versus server-side L7 load balancers (Envoy/ALB) under high connection churn.,1
Compare Docker multi-stage container builds versus Nix-based deterministic container builds for reproducible production CI/CD pipelines.,1
Analyze the security versus developer velocity trade-offs of enforcing ephemeral branch environments with complete database cloning on every pull request.,1
Evaluate the trade-offs between Kubernetes HPA based on custom Prometheus queue depth metrics versus KEDA (Kubernetes Event-driven Autoscaling) operators.,1
Compare serverless container execution (AWS Fargate) versus dedicated managed EC2 node groups for bursty asynchronous model inference workers.,1
"Formulate a zero-downtime database migration plan to transition a 15TB PostgreSQL instance to AWS Aurora PostgreSQL across regions, including CDC and rollback criteria.",1
"Develop a comprehensive disaster recovery plan for a multi-tier banking application, detailing DNS failover via Route 53, database split-brain prevention, and RTO/RPO validation.",1
Plan the live migration of 500 stateful services from an on-premise VMware cluster to AWS EKS with Ceph CSI persistent storage replication and minimal cutover downtime.,1
Design a rollback and contingency protocol for migrating from an in-house Redis cluster to AWS ElastiCache Serverless under active production read/write traffic.,1
Create a phased multi-quarter migration roadmap to break a monolithic Rails application into microservices using the Strangler Fig pattern without freezing feature development.,1
"Develop a disaster recovery drill simulation protocol for simulating complete loss of an AWS primary region (us-east-1), verifying IAM replication and cross-region KMS keys.",1
Plan the schema migration of a live 500-million-row table to add a non-null column with foreign key constraints without taking exclusive table locks in PostgreSQL.,1
Formulate a cloud migration strategy to relocate 2 petabytes of compliance video archives from Google Cloud Storage to AWS S3 Glacier Flexible Retrieval with checksum verification.,1
Design a migration plan to upgrade a 50-node Kubernetes cluster across 3 minor versions (1.28 to 1.31) with zero interruption to active WebSocket connections.,1
"Develop a failback procedure for reconnecting primary on-premise infrastructure after a 48-hour failover to cloud disaster recovery environments, ensuring bidirectional data sync.",1
Create a step-by-step decommission plan for legacy Apache Cassandra clusters while transitioning analytical queries to ScyllaDB with dual-write validation.,1
"Design a business continuity and disaster recovery plan for surviving ransomware attacks targeting cloud backup snapshots, including immutable air-gapped vaults.",1
"Plan the migration of 100,000 active customer Stripe subscriptions to a custom internal billing engine, mitigating duplicate billing risks and failed webhooks.",1
Formulate a cutover execution playbook for switching production DNS and SSL termination to Cloudflare with immediate rollback capabilities if origin errors spike.,1
Develop a disaster recovery framework for an AI inference gateway when the primary cloud GPU provider suffers an extended regional capacity outage.,1
"Build a detailed compute, storage, and networking capacity model for scaling an LLM inference fleet from 1,000 to 50,000 concurrent active users while maintaining P99 latency under 200ms.",1
"Calculate the required IOPS, storage bandwidth, and memory sizing for a Cassandra cluster handling 500,000 writes/second with a 90-day TTL and 3x replication factor.",1
Develop a sizing model for an Elasticsearch logging cluster ingesting 2 TB of compressed JSON logs per day with 30-day hot tier and 365-day cold S3 tier retention.,1
"Formulate a GPU capacity forecast for an enterprise AI team over the next 18 months, accounting for model parameter growth, fine-tuning cadence, and batch inference needs.",1
"Calculate the required network bandwidth, connection pooling, and ingress proxy capacity to sustain 10 million concurrent persistent WebSocket connections.",1
"Model the disk space growth, WAL generation rate, and replica lag for a PostgreSQL database undergoing 15,000 financial transactions per second.",1
Estimate the compute and memory footprints required to execute an hourly Apache Spark ETL pipeline processing 50 billion ad-impression events on AWS EMR.,1
Construct a capacity model for an object storage cache caching the top 20% most accessed video assets in a content delivery network serving 50 Gbps peak egress.,1
"Develop a capacity scaling plan for RabbitMQ message broker clusters under extreme seasonal Black Friday traffic spikes with 50,000 message/sec bursts.",1
Calculate the memory requirements and CPU core sizing for an in-memory Redis cluster supporting 200 million user session objects with TTL expiration.,1
Model the cold-start and provisioning latency impacts on AWS Lambda concurrency limits when scaling an image-processing service during flash sales.,1
Estimate the network cross-region replication bandwidth and egress costs for synchronizing 100 TB of daily changed database blocks between us-east-1 and eu-west-1.,1
"Build a sizing and autoscaling specification for a Kafka cluster handling 100,000 partitions with zero message drop under double-broker hardware failure.",1
Determine the optimal instance type selection and node group sizing (m6i vs c6i vs r6i) for an asynchronous worker pool draining high-memory analytical workloads.,1
"Calculate the database connection limit capacity and PgBouncer pool sizing required when migrating 300 monolithic PHP processes to 5,000 serverless functions.",1
"Design an end-to-end data pipeline for continuous model retraining, including feature drift detection, shadow deployment, and automated canary evaluation.",1
"Architect a multi-cloud disaster recovery topology that can automatically reroute 500,000 active WebSocket sessions between AWS and GCP without dropping state.",1
Formulate a zero-downtime database cutover strategy for migrating a 50-terabyte MySQL database to Amazon Aurora PostgreSQL using AWS DMS and dual-writing.,1
Develop a disaster recovery failover drill protocol for simulating a total network partition isolating an organization's primary data center from cloud services.,1
"Build a comprehensive capacity model for an analytical database ingesting 50,000 events/second with columnar compression, calculating storage, IOPS, and memory requirements over 3 years.",1
"Calculate the GPU memory requirements, compute throughput (TFLOPS), and network bandwidth necessary to serve a 70B parameter model with tensor parallelism across 4 GPUs.",1
Perform a STRIDE threat model on a multi-tenant SaaS application that allows users to upload and execute untrusted WebAssembly (WASM) plugins in the browser and backend.,1
Conduct a comprehensive architecture review of our hybrid-cloud network egress topology and design an automated traffic rerouting strategy for fiber cuts.,1
Develop a multi-cluster Kubernetes federation architecture spanning AWS and Google Cloud that guarantees atomic workload scheduling and synchronized secrets.,1
"Propose a distributed telemetry ingestion architecture that ingests 500,000 spans/sec with dynamic head-based and tail-based sampling to reduce storage costs by 75%.",1
